sco_id,term,type,source
https://shakespeareandco.princeton.edu/books/conrad-twixt-land-sea/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/beerbohm-christmas-garland/,Parodies. [from old catalog],subject,loc
https://shakespeareandco.princeton.edu/books/conrad-personal-record/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/thomas-algernon-charles-swinburne/,Criticism and interpretation,subject,loc
https://shakespeareandco.princeton.edu/books/solomon-bergson/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/ferber-buttered-side-stories/,text,genre,loc
https://shakespeareandco.princeton.edu/books/ferber-buttered-side-stories/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/ferber-buttered-side-stories/,Social life and customs,subject,loc
https://shakespeareandco.princeton.edu/books/daddy-long-legs/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/daddy-long-legs/,Juvenile fiction,genre,loc
https://shakespeareandco.princeton.edu/books/daddy-long-legs/,College stories,subject,loc
https://shakespeareandco.princeton.edu/books/daddy-long-legs/,Universities and colleges,subject,loc
https://shakespeareandco.princeton.edu/books/daddy-long-legs/,Orphans,subject,loc
https://shakespeareandco.princeton.edu/books/daddy-long-legs/,Letters,subject,loc
https://shakespeareandco.princeton.edu/books/dreiser-financier/,Psychological fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/dreiser-financier/,Capitalists and financiers,subject,loc
https://shakespeareandco.princeton.edu/books/swinnerton-george-gissing-critical/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/tagore-gitanjali/,government publication,genre,loc
https://shakespeareandco.princeton.edu/books/howe-synge-critical-study/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/howe-synge-critical-study/,In literature,subject,loc
https://shakespeareandco.princeton.edu/books/howe-synge-critical-study/,Criticism and interpretation,subject,loc
https://shakespeareandco.princeton.edu/books/kennard-lafcadio-hearn/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/lodge-modern-problems-discussion/,Social sciences,subject,loc
https://shakespeareandco.princeton.edu/books/frankau-one-us-novel/,Novels in verse.,genre,loc
https://shakespeareandco.princeton.edu/books/ransome-oscar-wilde-critical/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/ransome-oscar-wilde-critical/,Criticism and interpretation,subject,loc
https://shakespeareandco.princeton.edu/books/mason-oscar-wilde-art/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/mason-oscar-wilde-art/,"Didactic fiction, English",subject,loc
https://shakespeareandco.princeton.edu/books/mason-oscar-wilde-art/,Moral conditions in literature,subject,loc
https://shakespeareandco.princeton.edu/books/mason-oscar-wilde-art/,"Fables, English",subject,loc
https://shakespeareandco.princeton.edu/books/mason-oscar-wilde-art/,Art and morals,subject,loc
https://shakespeareandco.princeton.edu/books/strindberg-plays-august-strindberg-first/,Translations into English,subject,loc
https://shakespeareandco.princeton.edu/books/moore-salve-hail-farewell/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/meredith-letters-george-meredith/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/meredith-letters-george-meredith/,Correspondence,genre,loc
https://shakespeareandco.princeton.edu/books/meredith-letters-george-meredith/,"Authors, English",subject,loc
https://shakespeareandco.princeton.edu/books/jenkins-life-george-borrow/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/fabre-life-caterpillar/,Larvae,subject,loc
https://shakespeareandco.princeton.edu/books/babbitt-masters-modern-french/,"Authors, French",subject,loc
https://shakespeareandco.princeton.edu/books/babbitt-masters-modern-french/,Criticism,subject,loc
https://shakespeareandco.princeton.edu/books/babbitt-masters-modern-french/,French literature,subject,loc
https://shakespeareandco.princeton.edu/books/bennett-matador-five-towns/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/quiller-couch-oxford-book-victorian/,English poetry,subject,loc
https://shakespeareandco.princeton.edu/books/russell-problems-philosophy/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/russell-problems-philosophy/,Philosophy,subject,loc
https://shakespeareandco.princeton.edu/books/hart-psychology-insanity/,"Psychology, Pathological",subject,loc
https://shakespeareandco.princeton.edu/books/ellis-task-social-hygiene/,Sexual ethics,subject,loc
https://shakespeareandco.princeton.edu/books/ellis-task-social-hygiene/,Women,subject,loc
https://shakespeareandco.princeton.edu/books/ellis-task-social-hygiene/,Eugenics,subject,loc
https://shakespeareandco.princeton.edu/books/abercrombie-thomas-hardy-critical/,Criticism and interpretation,subject,loc
https://shakespeareandco.princeton.edu/books/bennett-united-states/,Social life and customs,subject,loc
https://shakespeareandco.princeton.edu/books/yeats-selection-poetry-w/,text,genre,loc
https://shakespeareandco.princeton.edu/books/london-burning-daylight/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/london-burning-daylight/,Western stories.,genre,loc
https://shakespeareandco.princeton.edu/books/london-burning-daylight/,Bankruptcy,subject,loc
https://shakespeareandco.princeton.edu/books/london-burning-daylight/,Gold mines and mining,subject,loc
https://shakespeareandco.princeton.edu/books/london-burning-daylight/,Women pioneers,subject,loc
https://shakespeareandco.princeton.edu/books/conrad-chance/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/aydelotte-elizabethan-rogues-vagabonds/,Social life and customs,subject,loc
https://shakespeareandco.princeton.edu/books/aydelotte-elizabethan-rogues-vagabonds/,Rogues and vagabonds,subject,loc
https://shakespeareandco.princeton.edu/books/murray-euripides-age/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/murray-euripides-age/,Tragedy,subject,loc
https://shakespeareandco.princeton.edu/books/murray-euripides-age/,"Mythology, Greek, in literature",subject,loc
https://shakespeareandco.princeton.edu/books/murray-euripides-age/,Criticism and interpretation,subject,loc
https://shakespeareandco.princeton.edu/books/white-gold/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/white-gold/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/white-gold/,Western stories.,genre,loc
https://shakespeareandco.princeton.edu/books/white-gold/,Gold mines and mining,subject,loc
https://shakespeareandco.princeton.edu/books/poincare-france-governed/,Politics and government,subject,loc
https://shakespeareandco.princeton.edu/books/graves-irish-literary-musical/,Music,subject,loc
https://shakespeareandco.princeton.edu/books/graves-irish-literary-musical/,Irish poetry,subject,loc
https://shakespeareandco.princeton.edu/books/london-john-barleycorn/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/london-john-barleycorn/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/london-john-barleycorn/,Drinking of alcoholic beverages,subject,loc
https://shakespeareandco.princeton.edu/books/london-john-barleycorn/,"Authors, American",subject,loc
https://shakespeareandco.princeton.edu/books/london-john-barleycorn/,Alcoholics,subject,loc
https://shakespeareandco.princeton.edu/books/maeterlinck-mort/,Death,subject,loc
https://shakespeareandco.princeton.edu/books/gissing-letters-george-gissing/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/gissing-letters-george-gissing/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/gissing-letters-george-gissing/,Correspondence,genre,loc
https://shakespeareandco.princeton.edu/books/gissing-letters-george-gissing/,"Novelists, English",subject,loc
https://shakespeareandco.princeton.edu/books/strindberg-plays-august-strindberg-second/,Translations into English,subject,loc
https://shakespeareandco.princeton.edu/books/sidgwick-promise/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/sidgwick-promise/,Conflict of generations,subject,loc
https://shakespeareandco.princeton.edu/books/ferber-roast-beef-medium/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/ferber-roast-beef-medium/,Women sales personnel,subject,loc
https://shakespeareandco.princeton.edu/books/ferber-roast-beef-medium/,Mothers and sons,subject,loc
https://shakespeareandco.princeton.edu/books/ferber-roast-beef-medium/,"McChesney, Emma (Fictitious character)",subject,loc
https://shakespeareandco.princeton.edu/books/ferber-roast-beef-medium/,Businesswomen,subject,loc
https://shakespeareandco.princeton.edu/books/ferber-roast-beef-medium/,Traveling sales personnel,subject,loc
https://shakespeareandco.princeton.edu/books/ferber-roast-beef-medium/,"Adventure stories, American",subject,loc
https://shakespeareandco.princeton.edu/books/lawrence-sons-lovers/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/lawrence-sons-lovers/,Domestic fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/lawrence-sons-lovers/,Bildungsromane.,genre,loc
https://shakespeareandco.princeton.edu/books/lawrence-sons-lovers/,Autobiographical fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/lawrence-sons-lovers/,Fiction,subject,loc
https://shakespeareandco.princeton.edu/books/lawrence-sons-lovers/,Working class families,subject,loc
https://shakespeareandco.princeton.edu/books/lawrence-sons-lovers/,Young men,subject,loc
https://shakespeareandco.princeton.edu/books/drinkwater-swinburne-estimate/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/drinkwater-swinburne-estimate/,Criticism and interpretation,subject,loc
https://shakespeareandco.princeton.edu/books/freud-interpretation-dreams/,text,genre,loc
https://shakespeareandco.princeton.edu/books/freud-interpretation-dreams/,Dreams,subject,loc
https://shakespeareandco.princeton.edu/books/freud-interpretation-dreams/,Dream interpretation,subject,loc
https://shakespeareandco.princeton.edu/books/freud-interpretation-dreams/,Psychoanalysis,subject,loc
https://shakespeareandco.princeton.edu/books/gogh-letters-post-impressionist/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/gogh-letters-post-impressionist/,Post-impressionism (Art),subject,loc
https://shakespeareandco.princeton.edu/books/meynell-life-francis-thompson/,Biography,genre,loc
https://shakespeareandco.princeton.edu/books/meynell-life-francis-thompson/,"Poets, English",subject,loc
https://shakespeareandco.princeton.edu/books/rittenhouse-little-book-modern/,American poetry,subject,loc
https://shakespeareandco.princeton.edu/books/wodehouse-little-nugget/,Humorous fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/lowndes-lodger/,Fiction,subject,loc
https://shakespeareandco.princeton.edu/books/lowndes-lodger/,Serial murders,subject,loc
https://shakespeareandco.princeton.edu/books/perry-origin-magic-religion/,Magic,subject,loc
https://shakespeareandco.princeton.edu/books/perry-origin-magic-religion/,Religion,subject,loc
https://shakespeareandco.princeton.edu/books/bennett-regent-five-towns/,Adventure stories.,genre,loc
https://shakespeareandco.princeton.edu/books/bennett-regent-five-towns/,City and town life,subject,loc
https://shakespeareandco.princeton.edu/books/bennett-regent-five-towns/,Fiction,subject,loc
https://shakespeareandco.princeton.edu/books/macy-spirit-american-literature/,American literature,subject,loc
https://shakespeareandco.princeton.edu/books/chesterton-victorian-age-literature/,English literature,subject,loc
https://shakespeareandco.princeton.edu/books/santayana-winds-doctrine-studies/,"Philosophy, Modern",subject,loc
https://shakespeareandco.princeton.edu/books/brown-short-history-italian/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/brown-short-history-italian/,Painters,subject,loc
https://shakespeareandco.princeton.edu/books/brown-short-history-italian/,Painting,subject,loc
https://shakespeareandco.princeton.edu/books/dickinson-appearances-notes-travel/,"Civilization, Oriental. [from old catalog]",subject,loc
https://shakespeareandco.princeton.edu/books/dickinson-appearances-notes-travel/,Description and travel,subject,loc
https://shakespeareandco.princeton.edu/books/dickinson-appearances-notes-travel/,Civilization,subject,loc
https://shakespeareandco.princeton.edu/books/howe-bernard-shaw-critical/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/howe-bernard-shaw-critical/,Criticism and interpretation,subject,loc
https://shakespeareandco.princeton.edu/books/hadow-chaucer-times/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/hadow-chaucer-times/,Civilization,subject,loc
https://shakespeareandco.princeton.edu/books/dostoyevsky-crime-punishment/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/dostoyevsky-crime-punishment/,Mystery fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/dostoyevsky-crime-punishment/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/eddy-cubists-post-impressionism/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/eddy-cubists-post-impressionism/,Cubism,subject,loc
https://shakespeareandco.princeton.edu/books/eddy-cubists-post-impressionism/,Post-impressionism (Art),subject,loc
https://shakespeareandco.princeton.edu/books/eddy-cubists-post-impressionism/,Impressionism (Art),subject,loc
https://shakespeareandco.princeton.edu/books/joyce-dubliners/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/joyce-dubliners/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/joyce-dubliners/,In literature,subject,loc
https://shakespeareandco.princeton.edu/books/warre-cornish-jane-austen/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/warre-cornish-jane-austen/,"Novelists, English",subject,loc
https://shakespeareandco.princeton.edu/books/shaw-pygmalion-romance-five/,Drama,genre,loc
https://shakespeareandco.princeton.edu/books/shaw-pygmalion-romance-five/,Flower vending,subject,loc
https://shakespeareandco.princeton.edu/books/shaw-pygmalion-romance-five/,Linguistics teachers,subject,loc
https://shakespeareandco.princeton.edu/books/shaw-pygmalion-romance-five/,Speech and social status,subject,loc
https://shakespeareandco.princeton.edu/books/wilde-selected-prose-oscar/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/wilde-selected-prose-oscar/,Socialism,subject,loc
https://shakespeareandco.princeton.edu/books/wilde-selected-prose-oscar/,Literature,subject,loc
https://shakespeareandco.princeton.edu/books/jones-selected-speeches-british/,text,genre,loc
https://shakespeareandco.princeton.edu/books/hamsun-shallow-soil/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/stein-tender-buttons/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/stein-tender-buttons/,text,genre,loc
https://shakespeareandco.princeton.edu/books/bennett-authors-craft/,Authorship,subject,loc
https://shakespeareandco.princeton.edu/books/goldsmith-bee-essays/,Domestic fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/goldsmith-bee-essays/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/goldsmith-bee-essays/,Children of clergy,subject,loc
https://shakespeareandco.princeton.edu/books/goldsmith-bee-essays/,Abduction,subject,loc
https://shakespeareandco.princeton.edu/books/goldsmith-bee-essays/,Clergy,subject,loc
https://shakespeareandco.princeton.edu/books/goldsmith-bee-essays/,Poor families,subject,loc
https://shakespeareandco.princeton.edu/books/goldsmith-bee-essays/,Prisoners,subject,loc
https://shakespeareandco.princeton.edu/books/chesterton-flying-inn/,Fantasy fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/chesterton-flying-inn/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/chesterton-flying-inn/,Humorous stories.,genre,loc
https://shakespeareandco.princeton.edu/books/chesterton-flying-inn/,Drinking of alcoholic beverages,subject,loc
https://shakespeareandco.princeton.edu/books/chesterton-flying-inn/,Prohibition,subject,loc
https://shakespeareandco.princeton.edu/books/butler-humour-homer-essays/,Humor,subject,loc
https://shakespeareandco.princeton.edu/books/butler-humour-homer-essays/,Greek wit and humor,subject,loc
https://shakespeareandco.princeton.edu/books/wilson-new-freedom-call/,Social conditions,subject,loc
https://shakespeareandco.princeton.edu/books/wilson-new-freedom-call/,Politics and government,subject,loc
https://shakespeareandco.princeton.edu/books/lawrence-prussian-officer-stories/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/lawrence-prussian-officer-stories/,Social life and customs,subject,loc
https://shakespeareandco.princeton.edu/books/freud-psychopathology-everyday-life/,Memory,subject,loc
https://shakespeareandco.princeton.edu/books/freud-psychopathology-everyday-life/,Association of ideas,subject,loc
https://shakespeareandco.princeton.edu/books/freud-psychopathology-everyday-life/,"Psychology, Pathological",subject,loc
https://shakespeareandco.princeton.edu/books/carritt-theory-beauty/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/carritt-theory-beauty/,Aesthetics,subject,loc
https://shakespeareandco.princeton.edu/books/dreiser-titan/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/dreiser-titan/,Psychological fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/dreiser-titan/,Capitalists and financiers,subject,loc
https://shakespeareandco.princeton.edu/books/moore-vale-hail-farewell/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/norris-vandover-brute/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/norris-vandover-brute/,Fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/norris-vandover-brute/,novel,genre,loc
https://shakespeareandco.princeton.edu/books/norris-vandover-brute/,text,genre,loc
https://shakespeareandco.princeton.edu/books/norris-vandover-brute/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/norris-vandover-brute/,Rich people,subject,loc
https://shakespeareandco.princeton.edu/books/norris-vandover-brute/,Suicide,subject,loc
https://shakespeareandco.princeton.edu/books/norris-vandover-brute/,Gambling,subject,loc
https://shakespeareandco.princeton.edu/books/norris-vandover-brute/,Mental illness,subject,loc
https://shakespeareandco.princeton.edu/books/aldrich-hilltop-marne/,Personal narratives,genre,loc
https://shakespeareandco.princeton.edu/books/aldrich-hilltop-marne/,"Marne, 1st Battle of the, France, 1914",subject,loc
https://shakespeareandco.princeton.edu/books/aldrich-hilltop-marne/,"World War, 1914-1918",subject,loc
https://shakespeareandco.princeton.edu/books/more-aristocracy-justice-shelburne/,English literature,subject,loc
https://shakespeareandco.princeton.edu/books/ransome-edgar-allan-poe/,Criticism and interpretation,subject,loc
https://shakespeareandco.princeton.edu/books/beresford-h-g-wells/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/beresford-h-g-wells/,Bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/oppenheim-mr-grex-monte/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/oppenheim-mr-grex-monte/,Detective and mystery stories.,genre,loc
https://shakespeareandco.princeton.edu/books/douglas-old-calabria/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/douglas-old-calabria/,Travel,subject,loc
https://shakespeareandco.princeton.edu/books/douglas-old-calabria/,Description and travel,subject,loc
https://shakespeareandco.princeton.edu/books/wodehouse-psmith-journalist/,Humorous fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/rhys-rabindranath-tagore-biographical/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/wheeler-six-plays-contemporaries/,English drama,subject,loc
https://shakespeareandco.princeton.edu/books/wodehouse-something-fresh/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/wodehouse-something-fresh/,Humorous fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/wodehouse-something-fresh/,Nobility,subject,loc
https://shakespeareandco.princeton.edu/books/wodehouse-something-fresh/,Blandings Castle (England : Imaginary place),subject,loc
https://shakespeareandco.princeton.edu/books/james-beast-jungle/,text,genre,loc
https://shakespeareandco.princeton.edu/books/james-beast-jungle/,Psychological fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/brooke-collected-poems-rupert/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/ford-good-soldier/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/ford-good-soldier/,Domestic fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/ford-good-soldier/,British,subject,loc
https://shakespeareandco.princeton.edu/books/ford-good-soldier/,Fiction,subject,loc
https://shakespeareandco.princeton.edu/books/ford-good-soldier/,Adultery,subject,loc
https://shakespeareandco.princeton.edu/books/ford-good-soldier/,Middle class,subject,loc
https://shakespeareandco.princeton.edu/books/ford-good-soldier/,Married people,subject,loc
https://shakespeareandco.princeton.edu/books/ford-good-soldier/,Friendship,subject,loc
https://shakespeareandco.princeton.edu/books/dostoyevsky-insulted-injured/,novel,genre,loc
https://shakespeareandco.princeton.edu/books/dostoyevsky-insulted-injured/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/london-jacket/,Psychological fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/london-jacket/,Reincarnation,subject,loc
https://shakespeareandco.princeton.edu/books/london-jacket/,Fiction,subject,loc
https://shakespeareandco.princeton.edu/books/london-jacket/,Prisoners,subject,loc
https://shakespeareandco.princeton.edu/books/london-jacket/,Death row inmates,subject,loc
https://shakespeareandco.princeton.edu/books/lawrence-rainbow/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/lawrence-rainbow/,Domestic fiction,subject,loc
https://shakespeareandco.princeton.edu/books/grey-rainbow-trail-romance/,Western stories.,genre,loc
https://shakespeareandco.princeton.edu/books/cabell-rivet-grandfathers-neck/,Fantasy fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/cabell-rivet-grandfathers-neck/,Historical fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/cabell-rivet-grandfathers-neck/,Middle Ages,subject,loc
https://shakespeareandco.princeton.edu/books/cather-song-lark/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/cather-song-lark/,Musical fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/cather-song-lark/,Bildungsromans.,genre,loc
https://shakespeareandco.princeton.edu/books/cather-song-lark/,Fiction,subject,loc
https://shakespeareandco.princeton.edu/books/cather-song-lark/,Swedish Americans,subject,loc
https://shakespeareandco.princeton.edu/books/cather-song-lark/,Children of clergy,subject,loc
https://shakespeareandco.princeton.edu/books/cather-song-lark/,Women singers,subject,loc
https://shakespeareandco.princeton.edu/books/cather-song-lark/,Opera,subject,loc
https://shakespeareandco.princeton.edu/books/cather-song-lark/,Young women,subject,loc
https://shakespeareandco.princeton.edu/books/woolf-voyage/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/woolf-voyage/,Love stories.,genre,loc
https://shakespeareandco.princeton.edu/books/woolf-voyage/,Bildungsromans.,genre,loc
https://shakespeareandco.princeton.edu/books/woolf-voyage/,Young women,subject,loc
https://shakespeareandco.princeton.edu/books/woolf-voyage/,Women travelers,subject,loc
https://shakespeareandco.princeton.edu/books/woolf-voyage/,Women,subject,loc
https://shakespeareandco.princeton.edu/books/woolf-voyage/,Ocean travel,subject,loc
https://shakespeareandco.princeton.edu/books/conrad-victory-island-tale/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/conrad-victory-island-tale/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/conrad-victory-island-tale/,text,genre,loc
https://shakespeareandco.princeton.edu/books/conrad-victory-island-tale/,Psychological fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/conrad-victory-island-tale/,Revenge,subject,loc
https://shakespeareandco.princeton.edu/books/conrad-victory-island-tale/,Abused women,subject,loc
https://shakespeareandco.princeton.edu/books/conrad-victory-island-tale/,Europeans,subject,loc
https://shakespeareandco.princeton.edu/books/conrad-victory-island-tale/,Women musicians,subject,loc
https://shakespeareandco.princeton.edu/books/conrad-within-tides/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/conrad-within-tides/,"LITERARY CRITICISM / European / English, Irish, Scottish, Welsh",subject,loc
https://shakespeareandco.princeton.edu/books/george-bed-roses/,Fiction,subject,loc
https://shakespeareandco.princeton.edu/books/george-bed-roses/,Prostitutes,subject,loc
https://shakespeareandco.princeton.edu/books/joyce-portrait-artist-young/,Study guides,genre,loc
https://shakespeareandco.princeton.edu/books/joyce-portrait-artist-young/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/joyce-portrait-artist-young/,Bildungsromans.,genre,loc
https://shakespeareandco.princeton.edu/books/joyce-portrait-artist-young/,Autobiographical fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/joyce-portrait-artist-young/,Artists,subject,loc
https://shakespeareandco.princeton.edu/books/joyce-portrait-artist-young/,Young men,subject,loc
https://shakespeareandco.princeton.edu/books/joyce-portrait-artist-young/,Examinations,subject,loc
https://shakespeareandco.princeton.edu/books/breasted-ancient-times-history/,"History, Ancient",subject,loc
https://shakespeareandco.princeton.edu/books/shaw-androcles-lion/,Theater programs-Washington (D.C.).,genre,loc
https://shakespeareandco.princeton.edu/books/shaw-androcles-lion/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/shaw-androcles-lion/,Theater programs-1954.,genre,loc
https://shakespeareandco.princeton.edu/books/pound-gaudier-brzeska-memoir/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/buchan-greenmantle/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/buchan-greenmantle/,Spy stories.,genre,loc
https://shakespeareandco.princeton.edu/books/west-henry-james/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/west-henry-james/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/west-henry-james/,"Authors, American",subject,loc
https://shakespeareandco.princeton.edu/books/boyd-irelands-literary-renaissance/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/boyd-irelands-literary-renaissance/,Irish literature,subject,loc
https://shakespeareandco.princeton.edu/books/boyd-irelands-literary-renaissance/,English literature,subject,loc
https://shakespeareandco.princeton.edu/books/brooke-john-webster-elizabethan/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/brooke-john-webster-elizabethan/,English drama,subject,loc
https://shakespeareandco.princeton.edu/books/brooke-john-webster-elizabethan/,Criticism and interpretation,subject,loc
https://shakespeareandco.princeton.edu/books/moore-lewis-seymour-women/,text,genre,loc
https://shakespeareandco.princeton.edu/books/wells-mr-britling-sees/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/wells-mr-britling-sees/,"World War, 1914-1918",subject,loc
https://shakespeareandco.princeton.edu/books/harris-oscar-wilde-life/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/harris-oscar-wilde-life/,"Authors, Irish",subject,loc
https://shakespeareandco.princeton.edu/books/lodge-raymond-life-death/,Future life,subject,loc
https://shakespeareandco.princeton.edu/books/lodge-raymond-life-death/,Spiritualism,subject,loc
https://shakespeareandco.princeton.edu/books/lodge-raymond-life-death/,"World War, 1914-1918",subject,loc
https://shakespeareandco.princeton.edu/books/kaye-smith-sussex-gorse/,Fiction,subject,loc
https://shakespeareandco.princeton.edu/books/moore-brook-kerith/,Fiction,subject,loc
https://shakespeareandco.princeton.edu/books/walpole-dark-forest/,"World War, 1914-1918",subject,loc
https://shakespeareandco.princeton.edu/books/dickinson-european-anarchy/,World politics,subject,loc
https://shakespeareandco.princeton.edu/books/dickinson-european-anarchy/,Politics and government,subject,loc
https://shakespeareandco.princeton.edu/books/dickinson-european-anarchy/,"World War, 1914-1918",subject,loc
https://shakespeareandco.princeton.edu/books/masters-great-valley/,American poetry,subject,loc
https://shakespeareandco.princeton.edu/books/maeterlinck-light-beyond/,Future life,subject,loc
https://shakespeareandco.princeton.edu/books/maeterlinck-light-beyond/,Parapsychology,subject,loc
https://shakespeareandco.princeton.edu/books/christie-mysterious-affair-styles/,text,genre,loc
https://shakespeareandco.princeton.edu/books/a-e-national-thoughts-irish/,Politics and government,subject,loc
https://shakespeareandco.princeton.edu/books/a-e-national-thoughts-irish/,Economic conditions,subject,loc
https://shakespeareandco.princeton.edu/books/child-thomas-hardy/,bibliography,genre,loc
https://shakespeareandco.princeton.edu/books/child-thomas-hardy/,biography,genre,loc
https://shakespeareandco.princeton.edu/books/lawrence-twilight-italy/,Social life and customs,subject,loc
https://shakespeareandco.princeton.edu/books/lawrence-twilight-italy/,Description and travel,subject,loc
https://shakespeareandco.princeton.edu/books/wodehouse-uneasy-money/,Fiction,genre,loc
https://shakespeareandco.princeton.edu/books/wodehouse-uneasy-money/,Love stories.,genre,loc
https://shakespeareandco.princeton.edu/books/wodehouse-uneasy-money/,Humorous fiction.,genre,loc
https://shakespeareandco.princeton.edu/books/wodehouse-uneasy-money/,Aristocracy (Social class),subject,loc
https://shakespeareandco.princeton.edu/books/wodehouse-uneasy-money/,Inheritance and succession,subject,loc
https://shakespeareandco.princeton.edu/books/wodehouse-uneasy-money/,British,subject,loc
https://shakespeareandco.princeton.edu/books/anderson-windy-mcphersons/,Bildungsromans.,genre,loc
https://shakespeareandco.princeton.edu/books/anderson-windy-mcphersons/,government publication,genre,loc
https://shakespeareandco.princeton.edu/books/anderson-windy-mcphersons/,Young men,subject,loc
